userid,date.crea,score,n.matches,n.updates.photo,n.photos,last.connex,last.up.photo,last.pr.update,gender,sent.ana,length.prof,voyage,laugh,photo.elevator,photo.beach,Country
1510,9/12/2011,2.821967593,25,4,5,9/25/2011,9/18/2011,NA,1,6.005334252,0,0,0,0,0,England
1511,11/9/2014,1.284044047,11,3,5,12/14/2014,12/10/2014,NA,1,6.685665345,39.05177422,1,0,0,0,France
1512,10/24/2012,3.899508859,22,3,3,11/12/2012,11/9/2012,NA,1,6.686734691,19.11131303,0,0,0,1,Germany
1513,5/5/2016,1.066317412,9,2,3,7/10/2016,5/14/2016,NA,0,0.791070231,0,0,1,0,0,England
1514,11/24/2016,2.764605849,24,3,4,1/6/2017,12/12/2016,NA,0,4.058682734,18.27098087,0,0,0,0,France
1515,4/17/2018,2.458123327,27,3,2,5/15/2018,5/1/2018,NA,0,4.135743856,43.67634408,0,0,0,1,Germany
1516,12/27/2017,2.116443865,18,0,3,2/2/2018,12/27/2017,NA,0,5.399015279,0,0,0,0,0,England
1517,1/17/2017,3.099858587,17,1,3,2/9/2017,2/4/2017,NA,1,4.685711563,24.60536784,0,0,0,1,France
1518,9/17/2009,1.068942982,9,3,3,10/14/2009,10/1/2009,NA,1,4.585608473,0,0,1,0,0,Germany
1519,5/23/2014,1.127478591,8,3,3,6/24/2014,6/17/2014,NA,1,3.963578536,27.91332277,0,0,0,0,England
1520,3/20/2013,3.067006739,29,4,7,4/24/2013,4/20/2013,NA,1,3.671108009,41.85945972,0,0,1,0,France
1521,6/19/2017,0.79085774,5,2,6,7/12/2017,7/11/2017,NA,1,1.266414957,24.90115854,0,0,1,0,Germany
1522,12/15/2011,1.68646735,17,3,3,1/4/2012,12/25/2011,NA,1,3.829507353,0,0,1,1,0,England
1523,12/22/2012,2.541655064,30,1,2,2/13/2013,1/16/2013,NA,0,7.660343924,0,1,1,0,0,France
1524,1/15/2009,2.578637519,14,1,4,2/2/2009,1/22/2009,NA,1,4.957147373,0,0,0,0,1,Germany
1525,11/11/2017,1.434834772,14,1,3,12/15/2017,12/11/2017,NA,1,3.788252555,0,1,0,1,0,England
1526,9/26/2017,1.185047678,10,5,5,10/29/2017,10/23/2017,NA,1,7.651817203,0,0,1,0,0,France
1527,4/17/2014,3.957516549,23,3,4,5/11/2014,5/8/2014,NA,1,5.666859497,0,0,0,0,1,Germany
1528,7/8/2013,1.756652928,16,3,5,7/27/2013,7/29/2013,NA,1,4.419348445,32.95237119,1,0,0,0,England
1529,10/9/2017,2.199350544,21,0,6,10/26/2017,10/19/2017,NA,1,3.607900162,23.00861922,0,1,0,0,France
1530,4/30/2018,5.392328948,32,1,5,5/25/2018,5/16/2018,NA,1,7.182424738,0,0,0,0,1,Germany
1531,4/1/2013,3.736084116,39,4,3,5/1/2013,4/25/2013,NA,1,3.132612048,0,0,1,0,0,England
1532,9/19/2010,3.564803483,24,6,4,10/15/2010,10/9/2010,NA,1,2.642828889,28.28528202,1,0,0,1,France
1533,4/18/2009,0.732244118,7,5,2,6/13/2009,5/23/2009,NA,0,6.103669863,0,0,0,1,0,Germany
1534,6/1/2011,0.624129479,4,2,2,6/18/2011,6/15/2011,NA,1,3.924232761,23.73383743,1,0,0,0,England
1535,8/18/2018,1.562931028,18,4,5,9/20/2018,9/21/2018,NA,1,6.665039884,0,1,1,1,0,France
1536,2/1/2019,2.487679788,26,4,3,3/27/2019,2/17/2019,NA,0,8.742757598,0,0,1,0,0,Germany
1537,7/4/2015,2.906167714,30,3,2,7/20/2015,7/16/2015,NA,1,3.738821924,0,1,0,0,0,England
1538,9/29/2011,1.405672921,11,3,5,11/7/2011,11/6/2011,NA,1,6.275123893,0,0,0,0,0,France
1539,5/10/2015,1.391005592,10,1,3,6/9/2015,6/1/2015,NA,1,3.93958587,0,0,0,0,0,Germany
1540,1/13/2013,1.371022868,13,4,2,2/19/2013,2/5/2013,NA,0,2.843467374,0,0,1,0,0,England
1541,5/23/2017,1.397322463,7,1,1,6/25/2017,6/20/2017,NA,1,3.598207549,14.52083395,1,0,0,1,France
1542,11/13/2010,0.881947041,8,4,2,11/14/2010,11/13/2010,NA,1,4.89868289,0,1,1,0,0,Germany
1543,4/16/2016,1.354677898,10,2,2,5/23/2016,5/13/2016,NA,1,4.138047657,21.85158894,0,0,0,0,England
1544,5/11/2010,1.759082673,15,2,4,6/13/2010,6/5/2010,NA,1,7.161931537,30.22327636,0,0,1,0,France
1545,4/7/2017,0.868273645,6,0,2,4/29/2017,4/20/2017,NA,1,6.799216543,26.44850885,0,1,0,0,Germany
1546,5/12/2015,2.272985709,19,1,4,7/4/2015,6/5/2015,NA,0,3.865254998,20.87360797,0,0,0,0,England
1547,11/30/2017,1.472861056,11,0,4,1/2/2018,12/30/2017,NA,1,3.472575695,0,0,0,0,0,France
1548,12/27/2009,2.985843545,30,1,6,1/27/2010,1/17/2010,NA,1,7.87483107,0,1,0,0,0,Germany
1549,8/9/2009,0.372940828,3,2,3,9/3/2009,9/6/2009,NA,0,3.799865777,0,1,1,1,0,England
1550,10/23/2013,3.281819949,31,3,3,11/15/2013,11/12/2013,NA,1,3.914295167,7.824417735,0,0,1,0,France
1551,2/15/2015,1.866294352,15,2,3,2/25/2015,2/28/2015,NA,1,4.045653714,17.97577612,0,0,0,0,Germany
1552,5/18/2017,4.139124561,24,3,4,6/3/2017,5/30/2017,NA,1,3.796528533,0,0,0,0,1,England
1553,6/30/2009,0.94332451,9,1,3,8/20/2009,7/18/2009,NA,0,3.270487679,27.90400699,1,1,0,0,France
1554,7/31/2015,0.627589983,5,1,7,8/14/2015,8/11/2015,NA,1,2.241702443,0,1,1,1,0,Germany
1555,3/5/2014,1.27696776,5,1,4,3/23/2014,3/13/2014,NA,1,4.8445011,26.90887941,0,0,0,1,England
1556,12/1/2011,2.303530242,21,4,3,12/16/2011,12/18/2011,NA,1,3.682918869,0,0,0,1,0,France
1557,4/10/2019,1.864829325,18,0,4,5/17/2019,4/19/2019,NA,0,4.058918635,0,0,1,0,0,Germany
1558,10/4/2012,2.07320414,10,1,4,10/29/2012,10/21/2012,NA,1,1.973052451,27.74707572,0,0,0,1,England
1559,10/11/2011,1.820991547,17,0,5,11/4/2011,10/29/2011,NA,1,5.329140146,0,0,1,0,0,France
1560,10/20/2013,1.883384947,17,1,4,12/4/2013,11/12/2013,NA,0,8.10825536,25.50365887,1,0,0,0,Germany
1561,10/3/2009,3.828707127,22,1,5,11/1/2009,10/25/2009,NA,1,4.237554704,0,0,0,0,1,England
1562,7/23/2014,1.210457521,6,-1,5,8/16/2014,8/9/2014,NA,1,1.881143322,19.2036177,0,1,0,1,France
1563,11/22/2014,1.935801688,18,4,3,11/25/2014,11/29/2014,NA,1,4.855487272,27.1517355,1,0,0,0,Germany
1564,11/17/2012,0.814582048,5,3,2,1/19/2013,12/2/2012,NA,0,4.858650355,25.65800269,0,0,0,0,England
1565,9/9/2018,0.900391074,7,3,2,10/24/2018,9/27/2018,NA,0,3.629108617,0,0,1,0,0,France
1566,6/20/2015,1.120499739,8,1,2,8/19/2015,7/25/2015,NA,0,11.12613917,26.42354115,0,0,0,0,Germany
1567,7/3/2015,0.617497247,8,0,5,8/11/2015,7/22/2015,NA,0,1.630848184,10.25202786,1,1,1,0,England
1568,1/27/2019,0.692869788,3,0,3,3/30/2019,3/2/2019,NA,0,3.879210769,29.29376117,0,0,0,0,France
1569,1/14/2014,0.551307612,6,3,3,3/6/2014,2/8/2014,NA,0,3.721588022,21.3348655,0,0,1,1,Germany
1570,10/23/2019,0.890147476,7,2,1,12/17/2019,11/18/2019,NA,0,5.40117979,0,0,1,0,0,England
1571,5/27/2015,1.60283326,19,2,3,6/24/2015,6/8/2015,NA,0,3.00119556,0,0,0,1,0,France
1572,11/9/2017,2.414815644,21,1,3,1/6/2018,12/4/2017,NA,0,5.655658429,39.59973129,0,0,0,0,Germany
1573,2/15/2017,2.366152519,24,5,3,3/29/2017,3/1/2017,NA,0,4.295367403,23.58058097,0,1,0,0,England
1574,2/14/2009,2.65238596,14,7,4,3/14/2009,3/10/2009,NA,1,1.432226751,33.75331719,0,0,0,1,France
1575,7/2/2009,1.554409001,12,2,2,8/30/2009,8/2/2009,NA,0,7.518201964,37.97775902,0,0,0,0,Germany
1576,4/26/2018,1.61928201,13,2,2,5/13/2018,5/7/2018,NA,1,3.083368559,41.65057505,0,0,0,0,England
1577,6/30/2009,2.882024475,38,6,4,8/25/2009,7/20/2009,NA,0,7.04643438,30.19292975,0,0,1,0,France
1578,1/12/2018,1.183195492,8,4,4,3/6/2018,1/27/2018,NA,0,1.461506126,0,0,0,0,0,Germany
1579,8/29/2016,1.091617242,7,1,3,10/16/2016,10/12/2016,NA,1,3.35058937,47.54665157,0,0,0,0,England
1580,1/12/2018,1.264539075,9,3,6,2/21/2018,2/14/2018,NA,1,3.369978202,51.51256692,0,0,0,0,France
1581,7/14/2016,2.129401646,20,4,5,9/14/2016,8/6/2016,NA,0,11.18565431,31.37447345,1,0,0,0,Germany
1582,6/27/2014,0.965843157,9,1,1,8/14/2014,7/16/2014,NA,0,4.695914317,14.55985029,1,1,0,0,England
1583,7/20/2012,3.322996616,30,2,1,9/9/2012,8/7/2012,NA,0,5.233841675,0,0,0,0,0,France
1584,11/6/2012,1.028860504,7,1,2,12/23/2012,12/12/2012,NA,0,5.530955933,0,0,0,0,0,Germany
1585,1/2/2017,1.363307197,10,2,3,3/2/2017,1/23/2017,NA,0,5.2107252,0,0,0,0,0,England
1586,5/31/2014,1.095987989,9,0,4,6/26/2014,6/10/2014,NA,0,3.067732493,41.44075927,0,1,0,0,France
1587,11/5/2019,1.414754648,11,3,6,11/20/2019,11/18/2019,NA,1,3.176115952,30.94372328,0,0,0,0,Germany
1588,3/26/2010,3.260191083,37,2,3,4/30/2010,3/28/2010,NA,0,6.22950656,28.84583527,0,0,0,1,England
1589,1/27/2014,2.547416368,25,1,5,2/13/2014,1/31/2014,NA,0,3.362267725,22.85235883,1,0,0,0,France
1590,10/3/2016,3.785614845,44,3,3,11/16/2016,10/30/2016,NA,0,5.650079523,14.71929609,0,0,0,1,Germany
1591,1/31/2016,1.487830585,11,2,6,3/14/2016,3/13/2016,NA,1,3.600296169,19.44380557,0,0,0,0,England
1592,10/30/2011,3.109181233,32,2,4,11/23/2011,11/22/2011,NA,1,7.38858443,0,1,0,0,0,France
1593,9/3/2012,2.443662299,21,0,4,11/14/2012,10/10/2012,NA,0,4.89102534,0,0,0,0,0,Germany
1594,1/4/2019,1.580215965,12,2,4,1/25/2019,1/23/2019,NA,1,2.737914773,12.85732748,0,0,0,0,England
1595,3/12/2017,0.942302228,6,1,3,5/14/2017,4/14/2017,NA,0,5.808584585,30.90809576,0,0,0,0,France
1596,3/28/2009,0.735004323,5,0,4,4/2/2009,3/28/2009,NA,1,3.098966436,26.63833699,0,1,0,0,Germany
1597,10/15/2011,1.246224762,9,3,2,12/18/2011,11/13/2011,NA,0,5.916799389,26.14421905,0,0,0,0,England
1598,8/29/2013,3.619507159,38,4,5,9/18/2013,9/12/2013,NA,1,6.02120733,47.74725647,0,1,0,0,France
1599,8/2/2012,0.650638814,4,-1,4,8/31/2012,8/29/2012,NA,1,1.396624418,0,0,1,0,0,Germany
1600,9/19/2015,1.881069048,18,1,1,10/12/2015,10/1/2015,NA,1,3.298284336,0,1,0,0,0,England
1601,9/14/2015,1.672025656,13,3,2,10/24/2015,10/7/2015,NA,0,4.197023292,33.37957034,0,0,0,0,France
1602,3/10/2009,2.675867475,23,2,3,3/20/2009,3/23/2009,NA,0,5.939441299,41.92782254,0,0,0,0,Germany
1603,7/11/2014,1.028656454,9,2,3,9/2/2014,8/1/2014,NA,0,1.883262215,35.18692945,0,0,0,1,England
1604,9/14/2011,1.484319032,14,4,3,10/10/2011,10/1/2011,NA,1,3.560381848,33.88348133,1,0,1,0,France
1605,9/15/2016,6.002977274,42,6,3,10/2/2016,9/27/2016,NA,1,10.11926294,0,1,0,0,1,Germany
1606,7/25/2009,2.605378573,26,2,4,8/20/2009,8/14/2009,NA,1,6.429393129,34.07675571,0,1,0,0,England
1607,8/10/2014,0.969538173,10,2,5,10/6/2014,9/15/2014,NA,0,5.593620276,7.302397128,0,0,1,0,France
1608,10/5/2017,1.40254841,15,2,5,11/7/2017,11/7/2017,NA,1,5.487575418,25.03883339,1,1,0,0,Germany
1609,1/11/2016,1.650457253,13,1,3,3/16/2016,2/11/2016,NA,0,8.076513602,23.51408878,0,0,0,0,England
1610,4/13/2010,0.935689964,6,-1,4,4/17/2010,4/20/2010,NA,1,4.262550272,20.70369514,0,0,1,0,France
1611,8/6/2015,3.170941159,28,1,3,9/5/2015,9/5/2015,NA,1,6.695560263,40.73128721,0,0,0,0,Germany
1612,11/26/2017,1.790035348,10,2,3,1/15/2018,1/16/2018,NA,1,2.293109362,18.98517833,1,0,0,1,England
1613,11/16/2011,1.787522002,14,3,3,12/31/2011,12/11/2011,NA,0,1.354732078,25.91724772,0,0,0,0,France
1614,11/30/2014,2.238068167,12,4,3,12/20/2014,12/18/2014,NA,1,2.741706332,27.1377811,0,0,1,1,Germany
1615,9/25/2017,0.869387153,9,3,5,11/3/2017,10/29/2017,NA,0,4.293867708,33.37362282,0,0,1,0,England
1616,8/29/2017,0.809957299,6,0,5,11/1/2017,9/24/2017,NA,0,1.601679023,28.14539128,0,1,0,0,France
1617,7/5/2014,3.311019919,30,2,4,7/24/2014,7/16/2014,NA,1,8.449785433,0,0,0,0,0,Germany
1618,12/16/2010,1.056067812,7,2,4,1/12/2011,1/4/2011,NA,1,3.999459488,27.82313732,0,0,0,0,England
1619,5/9/2010,1.69140509,8,2,3,6/22/2010,6/21/2010,NA,1,4.409583584,0,0,0,1,1,France
1620,1/21/2014,3.336538772,30,1,4,2/27/2014,2/22/2014,NA,1,5.434127945,18.01014023,0,0,0,0,Germany
1621,8/29/2012,1.221723084,9,2,3,10/28/2012,9/21/2012,NA,0,3.957939569,14.04227598,0,0,0,0,England
1622,10/29/2019,1.392802164,13,4,3,1/3/2020,11/22/2019,NA,0,10.88664901,31.94198546,0,1,0,0,France
1623,2/20/2011,2.841142066,29,2,2,4/2/2011,3/28/2011,NA,1,5.726059418,22.56477525,0,1,0,0,Germany
1624,12/30/2016,7.354912608,46,2,3,1/13/2017,1/7/2017,NA,1,6.322041586,0,0,0,0,1,England
1625,3/15/2018,2.8174431,25,2,4,3/14/2018,3/15/2018,NA,1,4.924209697,0,0,0,0,0,France
1626,5/12/2014,1.405440936,11,1,7,5/29/2014,5/22/2014,NA,1,3.105622835,36.44433919,0,0,0,0,Germany
1627,12/10/2019,0.844037592,6,-1,3,2/8/2020,12/24/2019,NA,0,4.998005349,34.89927606,1,0,0,0,England
1628,11/4/2012,0.690063647,3,1,3,1/10/2013,12/9/2012,NA,0,5.313828005,27.6464049,0,0,0,0,France
1629,4/28/2009,3.536194793,32,3,2,6/1/2009,5/29/2009,NA,1,6.106277576,34.79412975,0,0,0,0,Germany
1630,9/19/2016,1.6374627,13,4,1,11/3/2016,10/13/2016,NA,0,3.302937978,0,0,0,0,0,England
1631,6/27/2014,4.569312548,27,4,3,7/10/2014,7/2/2014,NA,1,6.306481821,0,0,0,0,1,France
1632,3/5/2013,2.613225285,26,3,3,3/23/2013,3/16/2013,NA,1,5.418946558,26.01993327,1,0,0,0,Germany
1633,2/2/2019,2.465747695,21,0,3,3/30/2019,2/27/2019,NA,0,5.434086153,21.62789624,0,0,0,0,England
1634,6/9/2012,0.961468689,6,2,2,7/20/2012,7/10/2012,NA,0,4.04166996,0,0,0,0,0,France
1635,8/14/2017,2.711159807,40,2,5,9/29/2017,9/9/2017,NA,0,7.792222575,53.13230988,1,0,1,0,Germany
1636,10/29/2017,1.090944168,11,1,3,11/13/2017,11/11/2017,NA,1,4.933372924,0,1,1,0,0,England
1637,8/22/2010,0.942400932,4,2,4,9/20/2010,9/7/2010,NA,1,2.307386165,7.491769131,0,1,0,1,France
1638,11/28/2011,1.483015478,13,3,5,12/19/2011,12/14/2011,NA,1,3.129294477,0,1,0,0,0,Germany
1639,12/18/2011,0.848408142,5,0,3,2/10/2012,1/10/2012,NA,0,1.754795595,38.61719055,0,0,0,0,England
1640,3/11/2009,2.670511418,23,4,5,4/2/2009,4/5/2009,NA,1,5.140728606,21.32032688,0,0,0,0,France
1641,11/7/2016,2.285305979,12,2,5,11/17/2016,11/19/2016,NA,1,4.867565689,47.10560372,0,0,0,1,Germany
1642,10/31/2014,2.183852033,18,2,2,10/28/2014,10/31/2014,NA,1,8.773299346,33.69180704,0,0,0,0,England
1643,3/30/2017,2.395666677,20,4,7,4/21/2017,4/18/2017,NA,1,6.079267036,0,0,0,0,0,France
1644,10/28/2016,0.656708167,3,3,4,12/16/2016,11/29/2016,NA,0,4.935988971,49.41256705,0,0,0,0,Germany
1645,3/15/2010,2.918784904,26,3,4,5/4/2010,3/28/2010,NA,0,4.529040754,0,0,0,0,0,England
1646,6/30/2018,3.115076905,32,2,3,7/24/2018,7/21/2018,NA,1,9.99115654,0,0,1,0,0,France
1647,7/14/2018,2.316610697,23,3,2,8/18/2018,8/14/2018,NA,1,5.5618916,0,1,0,0,0,Germany
1648,12/18/2009,3.277954156,34,3,1,1/10/2010,1/7/2010,NA,1,5.260029481,0,1,0,0,0,England
1649,6/25/2011,1.940437584,16,6,3,8/28/2011,8/11/2011,NA,0,6.320420754,27.37929369,0,0,0,0,France
1650,6/15/2011,1.4855033,11,1,5,8/1/2011,7/15/2011,NA,0,5.251363874,34.02153257,0,0,0,0,Germany
1651,2/6/2018,0.46512689,4,2,2,3/30/2018,2/22/2018,NA,0,5.737816393,22.72023556,1,0,1,0,England
1652,11/17/2009,1.072176447,9,1,3,12/12/2009,12/10/2009,NA,1,5.14688321,21.83724739,1,0,0,0,France
1653,3/1/2010,2.364519607,18,6,4,3/18/2010,3/10/2010,NA,1,3.488221513,0,1,1,1,1,Germany
1654,8/17/2015,0.857075556,5,3,3,8/26/2015,8/24/2015,NA,2,5.562934037,3.249835975,0,0,0,0,England
1655,7/27/2017,0.842894698,9,3,1,9/16/2017,8/16/2017,NA,0,4.203947817,19.71646178,0,0,1,0,France
1656,9/24/2013,2.756532147,36,3,1,11/9/2013,10/21/2013,NA,0,6.786983823,0,0,0,1,0,Germany
1657,12/26/2018,2.676651893,25,3,4,1/20/2019,1/13/2019,NA,1,4.937679124,0,0,0,1,0,England
1658,4/1/2016,2.944226283,16,1,3,5/6/2016,4/25/2016,NA,1,5.07436285,33.18760214,0,0,0,1,France
1659,6/11/2018,4.046875718,23,1,3,7/3/2018,6/25/2018,NA,1,5.006405923,35.87549888,0,0,0,1,Germany
1660,3/3/2011,0.772690182,5,0,5,4/4/2011,4/7/2011,NA,1,3.886437652,31.38213235,1,0,0,0,England
1661,9/22/2018,2.403236345,21,3,1,11/2/2018,10/7/2018,NA,0,7.460356798,0,0,0,0,0,France
1662,10/3/2010,1.9954856,16,2,6,10/22/2010,10/14/2010,NA,1,4.99222431,0,0,0,0,0,Germany
1663,7/12/2013,1.489423232,14,4,5,8/3/2013,7/30/2013,NA,1,3.582403111,44.03472495,1,0,1,0,England
1664,12/24/2015,1.101815866,8,0,6,1/17/2016,1/4/2016,NA,1,1.372105993,0,0,0,0,0,France
1665,2/19/2014,2.858626853,25,3,2,3/24/2014,3/10/2014,NA,0,7.234182594,0,0,0,0,0,Germany
1666,1/16/2014,2.557370302,22,2,4,2/5/2014,2/4/2014,NA,1,6.141034248,0,0,0,0,0,England
1667,4/8/2011,1.576812653,12,1,3,5/13/2011,5/8/2011,NA,1,5.18152549,48.80028503,0,0,0,0,France
1668,9/12/2010,2.005345495,19,2,4,10/22/2010,10/20/2010,NA,1,3.242003073,33.79423508,0,1,0,0,Germany
1669,7/7/2019,5.168984317,48,1,5,7/16/2019,7/11/2019,NA,1,7.835138023,0,0,0,0,0,England
1670,6/23/2018,1.142218497,10,5,4,8/4/2018,7/1/2018,NA,0,3.800194037,0,0,1,0,0,France
1671,8/14/2015,1.166473465,11,6,4,10/24/2015,9/22/2015,NA,0,6.046532364,29.35864726,0,0,0,1,Germany
1672,5/14/2010,2.670431831,23,0,3,7/22/2010,6/5/2010,NA,0,4.654207775,0,0,0,0,0,England
1673,11/11/2014,2.32082272,24,4,1,12/10/2014,11/15/2014,NA,0,7.817089904,0,0,1,0,0,France
1674,4/20/2018,1.132486175,9,0,3,5/7/2018,5/9/2018,NA,1,6.188384548,11.56562465,1,0,0,0,Germany
1675,10/1/2015,2.903187607,26,4,4,10/14/2015,10/13/2015,NA,2,5.85884816,0,0,0,0,0,England
1676,7/21/2011,2.47033001,21,3,2,9/15/2011,8/19/2011,NA,0,4.861174389,12.8915242,0,0,0,0,France
1677,7/29/2016,1.637469388,15,5,5,8/20/2016,8/16/2016,NA,1,4.891879034,36.0867061,0,1,0,0,Germany
1678,7/19/2016,0.706206048,6,0,2,8/26/2016,8/5/2016,NA,0,7.776043595,18.06694513,1,0,0,1,England
1679,6/22/2016,3.753378235,34,2,3,8/23/2016,7/24/2016,NA,0,5.650880177,30.19735811,0,0,0,0,France
1680,10/27/2017,2.754388804,28,2,2,11/21/2017,11/10/2017,NA,1,4.973290173,15.20464345,1,0,0,0,Germany
1681,11/8/2012,2.940442534,17,2,2,11/12/2012,11/14/2012,NA,1,9.422290005,0,0,0,1,1,England
1682,5/5/2016,1.655497622,16,2,1,6/10/2016,5/20/2016,NA,0,3.48748925,32.93839419,0,1,0,0,France
1683,2/11/2014,2.403419277,21,2,2,2/14/2014,2/11/2014,NA,1,8.445631171,19.46448048,0,0,0,0,Germany
1684,10/22/2011,3.039747174,27,2,3,11/18/2011,10/28/2011,NA,0,5.527847574,0,0,0,0,0,England
1685,4/22/2017,3.078255432,27,4,1,5/22/2017,5/8/2017,NA,1,8.70821797,25.20465079,0,0,0,0,France
1686,7/12/2017,3.323085253,30,2,6,9/18/2017,8/2/2017,NA,0,6.405477247,28.63782209,0,0,0,0,Germany
1687,1/28/2012,1.915373382,18,2,2,2/13/2012,2/7/2012,NA,1,3.326472652,12.41481134,0,1,0,0,England
1688,1/6/2016,0.764370418,7,2,4,3/3/2016,2/10/2016,NA,0,4.350279862,37.73418387,0,0,1,0,France
1689,3/26/2015,1.468052712,11,0,6,4/21/2015,4/15/2015,NA,1,2.514331495,0,0,0,0,0,Germany
1690,5/3/2018,5.062368379,30,2,6,5/22/2018,5/13/2018,NA,1,8.378766775,0,0,0,0,1,England
1691,2/4/2011,4.822001989,30,2,6,3/6/2011,3/1/2011,NA,1,4.803633335,0,0,0,1,1,France
1692,1/8/2013,1.729603123,14,2,3,2/5/2013,1/19/2013,NA,0,-0.831380705,0,0,0,0,0,Germany
1693,1/7/2019,0.706160471,5,0,3,3/1/2019,1/24/2019,NA,0,1.621830992,31.5046136,0,1,0,0,England
1694,11/5/2010,2.575203617,22,0,4,12/13/2010,12/7/2010,NA,1,6.001359776,0,0,0,0,0,France
1695,4/26/2017,2.273305899,19,1,2,6/4/2017,5/5/2017,NA,0,6.253723464,22.3605783,0,0,0,0,Germany
1696,3/25/2011,1.446535219,11,3,3,4/16/2011,4/12/2011,NA,1,1.566285544,0,0,0,0,0,England
1697,1/1/2009,2.006339055,19,2,3,1/21/2009,1/18/2009,NA,1,7.423047986,26.13399377,0,1,0,0,France
1698,3/10/2009,1.129935477,8,1,3,3/21/2009,3/15/2009,NA,0,6.03908283,0,0,0,0,0,Germany
1699,9/21/2017,1.416354227,13,3,5,10/21/2017,10/19/2017,NA,1,4.610067289,0,1,0,0,0,England
1700,5/5/2014,4.674458236,37,3,3,6/1/2014,5/29/2014,NA,1,10.83531071,0,1,1,0,1,France
1701,10/25/2017,2.163656283,18,3,3,11/22/2017,11/9/2017,NA,0,3.433790968,0,0,0,0,0,Germany
1702,12/5/2010,2.141446849,18,0,4,12/30/2010,12/17/2010,NA,2,3.246053105,0,0,0,0,1,England
1703,4/20/2019,3.614479025,33,3,4,7/10/2019,5/30/2019,NA,0,6.2388826,38.85404041,0,0,0,0,France
1704,11/30/2013,0.766665675,5,-1,1,1/13/2014,1/5/2014,NA,1,2.101056766,42.36848664,0,1,0,0,Germany
1705,9/10/2018,2.47904545,27,5,3,11/20/2018,10/13/2018,NA,0,8.295122277,0,0,0,0,1,England
1706,1/16/2011,1.380925565,10,1,4,3/4/2011,2/5/2011,NA,0,4.896420869,32.85146968,0,0,0,0,France
1707,12/28/2013,1.1210168,8,1,1,1/27/2014,1/6/2014,NA,0,5.467366992,0,0,0,0,0,Germany
1708,12/4/2016,1.782719589,17,5,3,12/18/2016,12/12/2016,NA,1,4.835405731,0,1,0,0,0,England
1709,10/15/2015,1.029300998,7,1,4,10/30/2015,10/22/2015,NA,1,2.118454723,26.9082257,0,0,0,0,France
1710,3/2/2010,3.735099445,21,1,5,3/26/2010,3/26/2010,NA,1,7.340901002,0,0,0,0,1,Germany
1711,12/21/2009,1.281521988,11,3,3,1/30/2010,12/26/2009,NA,0,6.648156478,0,1,0,0,0,England
1712,8/4/2013,0.803333953,5,1,5,9/4/2013,8/14/2013,NA,0,3.779110074,36.72082443,0,0,0,0,France
1713,7/26/2018,2.220594356,19,3,2,9/25/2018,8/23/2018,NA,0,6.731455335,38.28281113,0,0,0,0,Germany
1714,2/12/2013,1.287644245,9,2,6,3/9/2013,2/26/2013,NA,1,6.18164595,17.92881339,0,0,0,0,England
1715,3/25/2010,2.423392604,21,0,5,5/21/2010,4/28/2010,NA,0,7.00586889,0,0,0,0,0,France
1716,6/20/2010,0.737870797,4,2,6,7/28/2010,7/16/2010,NA,1,3.098710391,31.16628926,0,0,0,0,Germany
1717,8/9/2016,1.567608327,13,6,4,8/30/2016,8/31/2016,NA,1,5.140749351,0,0,0,1,0,England
1718,8/24/2017,2.104239654,22,0,5,9/16/2017,9/17/2017,NA,1,4.54188426,0,1,0,1,0,France
1719,10/10/2016,0.995271268,6,-1,2,11/17/2016,10/20/2016,NA,0,3.737234542,30.09890053,0,0,0,0,Germany
1720,6/6/2013,1.689545541,15,3,1,7/30/2013,7/1/2013,NA,0,4.209218028,30.53372076,1,0,0,0,England
1721,11/18/2010,2.006073396,17,1,3,2/2/2011,12/24/2010,NA,0,6.011952409,0,0,0,0,0,France
1722,11/28/2014,3.551243122,32,1,2,1/14/2015,1/7/2015,NA,0,9.486627984,26.51268951,0,0,0,0,Germany
1723,11/4/2017,1.72368866,15,2,2,12/9/2017,12/5/2017,NA,1,6.451688782,33.42284654,0,0,1,0,England
1724,6/25/2011,1.713629304,21,1,7,7/16/2011,7/16/2011,NA,0,3.243518722,0,0,0,1,0,France
1725,7/3/2014,1.848536835,12,5,4,8/7/2014,8/5/2014,NA,1,2.117037377,0,1,1,0,1,Germany
1726,5/20/2010,1.88582986,21,1,5,6/25/2010,6/21/2010,NA,1,6.272076464,25.30278159,1,1,0,0,England
1727,3/24/2013,3.660142599,24,4,5,4/23/2013,4/20/2013,NA,1,4.756332048,49.4207368,1,0,0,1,France
1728,12/12/2012,0.516916098,5,0,7,1/20/2013,12/27/2012,NA,0,3.706803287,0,0,1,1,0,Germany
1729,3/14/2009,3.168233404,34,3,2,4/24/2009,3/23/2009,NA,0,10.17725707,30.1359922,0,1,0,0,England
1730,3/15/2013,1.279354322,13,2,3,4/21/2013,4/19/2013,NA,1,3.111769384,0,1,1,0,0,France
1731,2/12/2010,0.819722738,6,2,7,3/4/2010,2/27/2010,NA,1,0.07352346,24.24812324,1,0,0,0,Germany
1732,2/11/2018,7.605876842,54,2,4,3/5/2018,2/25/2018,NA,1,6.478589792,0,1,0,0,1,England
1733,6/22/2010,1.287177252,9,1,6,7/30/2010,7/23/2010,NA,1,4.610948809,30.89406188,0,0,0,0,France
